chi2cdf table of deg 1
x	chi2cdf(x)	1-chi2cdf(x)
43.98	1.000000e-00	3.317480e-11
43.97	1.000000e-00	3.334477e-11
43.96	1.000000e-00	3.351552e-11
43.95	1.000000e-00	3.368728e-11
43.94	1.000000e-00	3.385980e-11
43.93	1.000000e-00	3.403322e-11
43.92	1.000000e-00	3.420753e-11
43.91	1.000000e-00	3.438272e-11
43.90	1.000000e-00	3.455891e-11
43.89	1.000000e-00	3.473588e-11
43.88	1.000000e-00	3.491385e-11
43.87	1.000000e-00	3.509271e-11
43.86	1.000000e-00	3.527245e-11
43.85	1.000000e-00	3.545308e-11
43.84	1.000000e-00	3.563472e-11
43.83	1.000000e-00	3.581724e-11
43.82	1.000000e-00	3.600076e-11
43.81	1.000000e-00	3.618517e-11
43.80	1.000000e-00	3.637046e-11
43.79	1.000000e-00	3.655676e-11
43.78	1.000000e-00	3.674405e-11
43.77	1.000000e-00	3.693235e-11
43.76	1.000000e-00	3.712153e-11
43.75	1.000000e-00	3.731160e-11
43.74	1.000000e-00	3.750278e-11
43.73	1.000000e-00	3.769485e-11
43.72	1.000000e-00	3.788803e-11
43.71	1.000000e-00	3.808209e-11
43.70	1.000000e-00	3.827716e-11
43.69	1.000000e-00	3.847322e-11
43.68	1.000000e-00	3.867040e-11
43.67	1.000000e-00	3.886846e-11
43.66	1.000000e-00	3.906753e-11
43.65	1.000000e-00	3.926770e-11
43.64	1.000000e-00	3.946887e-11
43.63	1.000000e-00	3.967104e-11
43.62	1.000000e-00	3.987433e-11
43.61	1.000000e-00	4.007861e-11
43.60	1.000000e-00	4.028389e-11
43.59	1.000000e-00	4.049028e-11
43.58	1.000000e-00	4.069767e-11
43.57	1.000000e-00	4.090617e-11
43.56	1.000000e-00	4.111578e-11
43.55	1.000000e-00	4.132639e-11
43.54	1.000000e-00	4.153811e-11
43.53	1.000000e-00	4.175094e-11
43.52	1.000000e-00	4.196488e-11
43.51	1.000000e-00	4.217982e-11
43.50	1.000000e-00	4.239598e-11
43.49	1.000000e-00	4.261314e-11
43.48	1.000000e-00	4.283152e-11
43.47	1.000000e-00	4.305090e-11
43.46	1.000000e-00	4.327150e-11
43.45	1.000000e-00	4.349321e-11
43.44	1.000000e-00	4.371603e-11
43.43	1.000000e-00	4.393996e-11
43.42	1.000000e-00	4.416512e-11
43.41	1.000000e-00	4.439138e-11
43.40	1.000000e-00	4.461886e-11
43.39	1.000000e-00	4.484746e-11
43.38	1.000000e-00	4.507716e-11
43.37	1.000000e-00	4.530820e-11
43.36	1.000000e-00	4.554024e-11
43.35	1.000000e-00	4.577361e-11
43.34	1.000000e-00	4.600820e-11
43.33	1.000000e-00	4.624390e-11
43.32	1.000000e-00	4.648082e-11
43.31	1.000000e-00	4.671896e-11
43.30	1.000000e-00	4.695833e-11
43.29	1.000000e-00	4.719891e-11
43.28	1.000000e-00	4.744083e-11
43.27	1.000000e-00	4.768386e-11
43.26	1.000000e-00	4.792822e-11
43.25	1.000000e-00	4.817380e-11
43.24	1.000000e-00	4.842060e-11
43.23	1.000000e-00	4.866874e-11
43.22	1.000000e-00	4.891809e-11
43.21	1.000000e-00	4.916878e-11
43.20	1.000000e-00	4.942069e-11
43.19	1.000000e-00	4.967393e-11
43.18	1.000000e-00	4.992839e-11
43.17	1.000000e-00	5.018430e-11
43.16	1.000000e-00	5.044143e-11
43.15	1.000000e-00	5.069989e-11
43.14	1.000000e-00	5.095968e-11
43.13	1.000000e-00	5.122081e-11
43.12	1.000000e-00	5.148326e-11
43.11	1.000000e-00	5.174705e-11
43.10	1.000000e-00	5.201228e-11
43.09	1.000000e-00	5.227874e-11
43.08	1.000000e-00	5.254663e-11
43.07	1.000000e-00	5.281597e-11
43.06	1.000000e-00	5.308654e-11
43.05	1.000000e-00	5.335865e-11
43.04	1.000000e-00	5.363210e-11
43.03	1.000000e-00	5.390688e-11
43.02	1.000000e-00	5.418310e-11
43.01	1.000000e-00	5.446077e-11
43.00	1.000000e-00	5.473988e-11
42.99	1.000000e-00	5.502043e-11
42.98	1.000000e-00	5.530232e-11
42.97	1.000000e-00	5.558576e-11
42.96	1.000000e-00	5.587064e-11
42.95	1.000000e-00	5.615686e-11
42.94	1.000000e-00	5.644474e-11
42.93	1.000000e-00	5.673395e-11
42.92	1.000000e-00	5.702472e-11
42.91	1.000000e-00	5.731693e-11
42.90	1.000000e-00	5.761069e-11
42.89	1.000000e-00	5.790590e-11
42.88	1.000000e-00	5.820266e-11
42.87	1.000000e-00	5.850098e-11
42.86	1.000000e-00	5.880074e-11
42.85	1.000000e-00	5.910206e-11
42.84	1.000000e-00	5.940493e-11
42.83	1.000000e-00	5.970946e-11
42.82	1.000000e-00	6.001544e-11
42.81	1.000000e-00	6.032297e-11
42.80	1.000000e-00	6.063217e-11
42.79	1.000000e-00	6.094292e-11
42.78	1.000000e-00	6.125522e-11
42.77	1.000000e-00	6.156919e-11
42.76	1.000000e-00	6.188472e-11
42.75	1.000000e-00	6.220191e-11
42.74	1.000000e-00	6.252066e-11
42.73	1.000000e-00	6.284107e-11
42.72	1.000000e-00	6.316314e-11
42.71	1.000000e-00	6.348688e-11
42.70	1.000000e-00	6.381229e-11
42.69	1.000000e-00	6.413936e-11
42.68	1.000000e-00	6.446810e-11
42.67	1.000000e-00	6.479850e-11
42.66	1.000000e-00	6.513057e-11
42.65	1.000000e-00	6.546441e-11
42.64	1.000000e-00	6.579992e-11
42.63	1.000000e-00	6.613721e-11
42.62	1.000000e-00	6.647616e-11
42.61	1.000000e-00	6.681689e-11
42.60	1.000000e-00	6.715939e-11
42.59	1.000000e-00	6.750356e-11
42.58	1.000000e-00	6.784961e-11
42.57	1.000000e-00	6.819734e-11
42.56	1.000000e-00	6.854695e-11
42.55	1.000000e-00	6.889822e-11
42.54	1.000000e-00	6.925138e-11
42.53	1.000000e-00	6.960643e-11
42.52	1.000000e-00	6.996315e-11
42.51	1.000000e-00	7.032175e-11
42.50	1.000000e-00	7.068224e-11
42.49	1.000000e-00	7.104450e-11
42.48	1.000000e-00	7.140866e-11
42.47	1.000000e-00	7.177470e-11
42.46	1.000000e-00	7.214263e-11
42.45	1.000000e-00	7.251244e-11
42.44	1.000000e-00	7.288414e-11
42.43	1.000000e-00	7.325773e-11
42.42	1.000000e-00	7.363321e-11
42.41	1.000000e-00	7.401069e-11
42.40	1.000000e-00	7.439005e-11
42.39	1.000000e-00	7.477141e-11
42.38	1.000000e-00	7.515466e-11
42.37	1.000000e-00	7.553991e-11
42.36	1.000000e-00	7.592715e-11
42.35	1.000000e-00	7.631629e-11
42.34	1.000000e-00	7.670753e-11
42.33	1.000000e-00	7.710077e-11
42.32	1.000000e-00	7.749601e-11
42.31	1.000000e-00	7.789325e-11
42.30	1.000000e-00	7.829259e-11
42.29	1.000000e-00	7.869394e-11
42.28	1.000000e-00	7.909728e-11
42.27	1.000000e-00	7.950285e-11
42.26	1.000000e-00	7.991041e-11
42.25	1.000000e-00	8.031997e-11
42.24	1.000000e-00	8.073175e-11
42.23	1.000000e-00	8.114565e-11
42.22	1.000000e-00	8.156165e-11
42.21	1.000000e-00	8.197976e-11
42.20	1.000000e-00	8.239998e-11
42.19	1.000000e-00	8.282242e-11
42.18	1.000000e-00	8.324708e-11
42.17	1.000000e-00	8.367385e-11
42.16	1.000000e-00	8.410272e-11
42.15	1.000000e-00	8.453394e-11
42.14	1.000000e-00	8.496737e-11
42.13	1.000000e-00	8.540291e-11
42.12	1.000000e-00	8.584078e-11
42.11	1.000000e-00	8.628087e-11
42.10	1.000000e-00	8.672318e-11
42.09	1.000000e-00	8.716783e-11
42.08	1.000000e-00	8.761469e-11
42.07	1.000000e-00	8.806389e-11
42.06	1.000000e-00	8.851542e-11
42.05	1.000000e-00	8.896917e-11
42.04	1.000000e-00	8.942536e-11
42.03	1.000000e-00	8.988377e-11
42.02	1.000000e-00	9.034462e-11
42.01	1.000000e-00	9.080781e-11
42.00	1.000000e-00	9.127343e-11
41.99	1.000000e-00	9.174139e-11
41.98	1.000000e-00	9.221179e-11
41.97	1.000000e-00	9.268453e-11
41.96	1.000000e-00	9.315970e-11
41.95	1.000000e-00	9.363743e-11
41.94	1.000000e-00	9.411749e-11
41.93	1.000000e-00	9.459999e-11
41.92	1.000000e-00	9.508505e-11
41.91	1.000000e-00	9.557266e-11
41.90	1.000000e-00	9.606260e-11
41.89	1.000000e-00	9.655521e-11
41.88	1.000000e-00	9.705026e-11
41.87	1.000000e-00	9.754786e-11
41.86	1.000000e-00	9.804801e-11
41.85	1.000000e-00	9.855072e-11
41.84	1.000000e-00	9.905610e-11
41.83	1.000000e-00	9.956402e-11
41.82	1.000000e-00	1.000745e-10
41.81	1.000000e-00	1.005876e-10
41.80	1.000000e-00	1.011035e-10
41.79	1.000000e-00	1.016218e-10
41.78	1.000000e-00	1.021430e-10
41.77	1.000000e-00	1.026667e-10
41.76	1.000000e-00	1.031931e-10
41.75	1.000000e-00	1.037223e-10
41.74	1.000000e-00	1.042542e-10
41.73	1.000000e-00	1.047887e-10
41.72	1.000000e-00	1.053261e-10
41.71	1.000000e-00	1.058661e-10
41.70	1.000000e-00	1.064090e-10
41.69	1.000000e-00	1.069547e-10
41.68	1.000000e-00	1.075031e-10
41.67	1.000000e-00	1.080543e-10
41.66	1.000000e-00	1.086085e-10
41.65	1.000000e-00	1.091653e-10
41.64	1.000000e-00	1.097252e-10
41.63	1.000000e-00	1.102879e-10
41.62	1.000000e-00	1.108534e-10
41.61	1.000000e-00	1.114219e-10
41.60	1.000000e-00	1.119933e-10
41.59	1.000000e-00	1.125676e-10
41.58	1.000000e-00	1.131448e-10
41.57	1.000000e-00	1.137250e-10
41.56	1.000000e-00	1.143082e-10
41.55	1.000000e-00	1.148944e-10
41.54	1.000000e-00	1.154837e-10
41.53	1.000000e-00	1.160759e-10
41.52	1.000000e-00	1.166712e-10
41.51	1.000000e-00	1.172695e-10
41.50	1.000000e-00	1.178709e-10
41.49	1.000000e-00	1.184755e-10
41.48	1.000000e-00	1.190830e-10
41.47	1.000000e-00	1.196937e-10
41.46	1.000000e-00	1.203075e-10
41.45	1.000000e-00	1.209246e-10
41.44	1.000000e-00	1.215448e-10
41.43	1.000000e-00	1.221681e-10
41.42	1.000000e-00	1.227947e-10
41.41	1.000000e-00	1.234244e-10
41.40	1.000000e-00	1.240574e-10
41.39	1.000000e-00	1.246936e-10
41.38	1.000000e-00	1.253332e-10
41.37	1.000000e-00	1.259759e-10
41.36	1.000000e-00	1.266220e-10
41.35	1.000000e-00	1.272714e-10
41.34	1.000000e-00	1.279242e-10
41.33	1.000000e-00	1.285803e-10
41.32	1.000000e-00	1.292397e-10
41.31	1.000000e-00	1.299026e-10
41.30	1.000000e-00	1.305689e-10
41.29	1.000000e-00	1.312386e-10
41.28	1.000000e-00	1.319117e-10
41.27	1.000000e-00	1.325883e-10
41.26	1.000000e-00	1.332683e-10
41.25	1.000000e-00	1.339518e-10
41.24	1.000000e-00	1.346389e-10
41.23	1.000000e-00	1.353294e-10
41.22	1.000000e-00	1.360236e-10
41.21	1.000000e-00	1.367213e-10
41.20	1.000000e-00	1.374225e-10
41.19	1.000000e-00	1.381274e-10
41.18	1.000000e-00	1.388359e-10
41.17	1.000000e-00	1.395480e-10
41.16	1.000000e-00	1.402638e-10
41.15	1.000000e-00	1.409832e-10
41.14	1.000000e-00	1.417064e-10
41.13	1.000000e-00	1.424333e-10
41.12	1.000000e-00	1.431639e-10
41.11	1.000000e-00	1.438982e-10
41.10	1.000000e-00	1.446363e-10
41.09	1.000000e-00	1.453783e-10
41.08	1.000000e-00	1.461240e-10
41.07	1.000000e-00	1.468735e-10
41.06	1.000000e-00	1.476269e-10
41.05	1.000000e-00	1.483842e-10
41.04	1.000000e-00	1.491454e-10
41.03	1.000000e-00	1.499104e-10
41.02	1.000000e-00	1.506794e-10
41.01	1.000000e-00	1.514523e-10
41.00	1.000000e-00	1.522292e-10
40.99	1.000000e-00	1.530102e-10
40.98	1.000000e-00	1.537950e-10
40.97	1.000000e-00	1.545840e-10
40.96	1.000000e-00	1.553769e-10
40.95	1.000000e-00	1.561740e-10
40.94	1.000000e-00	1.569752e-10
40.93	1.000000e-00	1.577805e-10
40.92	1.000000e-00	1.585898e-10
40.91	1.000000e-00	1.594034e-10
40.90	1.000000e-00	1.602212e-10
40.89	1.000000e-00	1.610431e-10
40.88	1.000000e-00	1.618692e-10
40.87	1.000000e-00	1.626996e-10
40.86	1.000000e-00	1.635343e-10
40.85	1.000000e-00	1.643733e-10
40.84	1.000000e-00	1.652165e-10
40.83	1.000000e-00	1.660642e-10
40.82	1.000000e-00	1.669160e-10
40.81	1.000000e-00	1.677724e-10
40.80	1.000000e-00	1.686331e-10
40.79	1.000000e-00	1.694982e-10
40.78	1.000000e-00	1.703678e-10
40.77	1.000000e-00	1.712419e-10
40.76	1.000000e-00	1.721204e-10
40.75	1.000000e-00	1.730034e-10
40.74	1.000000e-00	1.738910e-10
40.73	1.000000e-00	1.747832e-10
40.72	1.000000e-00	1.756799e-10
40.71	1.000000e-00	1.765812e-10
40.70	1.000000e-00	1.774871e-10
40.69	1.000000e-00	1.783977e-10
40.68	1.000000e-00	1.793131e-10
40.67	1.000000e-00	1.802331e-10
40.66	1.000000e-00	1.811578e-10
40.65	1.000000e-00	1.820872e-10
40.64	1.000000e-00	1.830215e-10
40.63	1.000000e-00	1.839605e-10
40.62	1.000000e-00	1.849044e-10
40.61	1.000000e-00	1.858531e-10
40.60	1.000000e-00	1.868067e-10
40.59	1.000000e-00	1.877651e-10
40.58	1.000000e-00	1.887286e-10
40.57	1.000000e-00	1.896969e-10
40.56	1.000000e-00	1.906703e-10
40.55	1.000000e-00	1.916486e-10
40.54	1.000000e-00	1.926319e-10
40.53	1.000000e-00	1.936202e-10
40.52	1.000000e-00	1.946138e-10
40.51	1.000000e-00	1.956123e-10
40.50	1.000000e-00	1.966161e-10
40.49	1.000000e-00	1.976249e-10
40.48	1.000000e-00	1.986390e-10
40.47	1.000000e-00	1.996582e-10
40.46	1.000000e-00	2.006827e-10
40.45	1.000000e-00	2.017124e-10
40.44	1.000000e-00	2.027475e-10
40.43	1.000000e-00	2.037879e-10
40.42	1.000000e-00	2.048336e-10
40.41	1.000000e-00	2.058846e-10
40.40	1.000000e-00	2.069411e-10
40.39	1.000000e-00	2.080029e-10
40.38	1.000000e-00	2.090703e-10
40.37	1.000000e-00	2.101432e-10
40.36	1.000000e-00	2.112216e-10
40.35	1.000000e-00	2.123054e-10
40.34	1.000000e-00	2.133949e-10
40.33	1.000000e-00	2.144900e-10
40.32	1.000000e-00	2.155907e-10
40.31	1.000000e-00	2.166970e-10
40.30	1.000000e-00	2.178090e-10
40.29	1.000000e-00	2.189267e-10
40.28	1.000000e-00	2.200502e-10
40.27	1.000000e-00	2.211794e-10
40.26	1.000000e-00	2.223145e-10
40.25	1.000000e-00	2.234554e-10
40.24	1.000000e-00	2.246021e-10
40.23	1.000000e-00	2.257547e-10
40.22	1.000000e-00	2.269133e-10
40.21	1.000000e-00	2.280778e-10
40.20	1.000000e-00	2.292483e-10
40.19	1.000000e-00	2.304248e-10
40.18	1.000000e-00	2.316073e-10
40.17	1.000000e-00	2.327959e-10
40.16	1.000000e-00	2.339906e-10
40.15	1.000000e-00	2.351915e-10
40.14	1.000000e-00	2.363986e-10
40.13	1.000000e-00	2.376117e-10
40.12	1.000000e-00	2.388312e-10
40.11	1.000000e-00	2.400570e-10
40.10	1.000000e-00	2.412890e-10
40.09	1.000000e-00	2.425273e-10
40.08	1.000000e-00	2.437721e-10
40.07	1.000000e-00	2.450232e-10
40.06	1.000000e-00	2.462808e-10
40.05	1.000000e-00	2.475448e-10
40.04	1.000000e-00	2.488152e-10
40.03	1.000000e-00	2.500923e-10
40.02	1.000000e-00	2.513758e-10
40.01	1.000000e-00	2.526660e-10
40.00	1.000000e-00	2.539629e-10
39.99	1.000000e-00	2.552664e-10
39.98	1.000000e-00	2.565765e-10
39.97	1.000000e-00	2.578934e-10
39.96	1.000000e-00	2.592171e-10
39.95	1.000000e-00	2.605476e-10
39.94	1.000000e-00	2.618848e-10
39.93	1.000000e-00	2.632291e-10
39.92	1.000000e-00	2.645801e-10
39.91	1.000000e-00	2.659382e-10
39.90	1.000000e-00	2.673032e-10
39.89	1.000000e-00	2.686752e-10
39.88	1.000000e-00	2.700543e-10
39.87	1.000000e-00	2.714404e-10
39.86	1.000000e-00	2.728338e-10
39.85	1.000000e-00	2.742342e-10
39.84	1.000000e-00	2.756418e-10
39.83	1.000000e-00	2.770567e-10
39.82	1.000000e-00	2.784789e-10
39.81	1.000000e-00	2.799083e-10
39.80	1.000000e-00	2.813451e-10
39.79	1.000000e-00	2.827892e-10
39.78	1.000000e-00	2.842409e-10
39.77	1.000000e-00	2.856999e-10
39.76	1.000000e-00	2.871665e-10
39.75	1.000000e-00	2.886406e-10
39.74	1.000000e-00	2.901223e-10
39.73	1.000000e-00	2.916115e-10
39.72	1.000000e-00	2.931085e-10
39.71	1.000000e-00	2.946131e-10
39.70	1.000000e-00	2.961255e-10
39.69	1.000000e-00	2.976457e-10
39.68	1.000000e-00	2.991736e-10
39.67	1.000000e-00	3.007093e-10
39.66	1.000000e-00	3.022531e-10
39.65	1.000000e-00	3.038048e-10
39.64	1.000000e-00	3.053643e-10
39.63	1.000000e-00	3.069319e-10
39.62	1.000000e-00	3.085077e-10
39.61	1.000000e-00	3.100914e-10
39.60	1.000000e-00	3.116833e-10
39.59	1.000000e-00	3.132834e-10
39.58	1.000000e-00	3.148917e-10
39.57	1.000000e-00	3.165083e-10
39.56	1.000000e-00	3.181332e-10
39.55	1.000000e-00	3.197664e-10
39.54	1.000000e-00	3.214080e-10
39.53	1.000000e-00	3.230581e-10
39.52	1.000000e-00	3.247167e-10
39.51	1.000000e-00	3.263838e-10
39.50	1.000000e-00	3.280595e-10
39.49	1.000000e-00	3.297437e-10
39.48	1.000000e-00	3.314365e-10
39.47	1.000000e-00	3.331382e-10
39.46	1.000000e-00	3.348486e-10
39.45	1.000000e-00	3.365678e-10
39.44	1.000000e-00	3.382957e-10
39.43	1.000000e-00	3.400326e-10
39.42	1.000000e-00	3.417784e-10
39.41	1.000000e-00	3.435332e-10
39.40	1.000000e-00	3.452970e-10
39.39	1.000000e-00	3.470698e-10
39.38	1.000000e-00	3.488518e-10
39.37	1.000000e-00	3.506430e-10
39.36	1.000000e-00	3.524433e-10
39.35	1.000000e-00	3.542528e-10
39.34	1.000000e-00	3.560717e-10
39.33	1.000000e-00	3.579000e-10
39.32	1.000000e-00	3.597377e-10
39.31	1.000000e-00	3.615848e-10
39.30	1.000000e-00	3.634413e-10
39.29	1.000000e-00	3.653075e-10
39.28	1.000000e-00	3.671832e-10
39.27	1.000000e-00	3.690686e-10
39.26	1.000000e-00	3.709636e-10
39.25	1.000000e-00	3.728684e-10
39.24	1.000000e-00	3.747830e-10
39.23	1.000000e-00	3.767073e-10
39.22	1.000000e-00	3.786417e-10
39.21	1.000000e-00	3.805860e-10
39.20	1.000000e-00	3.825402e-10
39.19	1.000000e-00	3.845045e-10
39.18	1.000000e-00	3.864790e-10
39.17	1.000000e-00	3.884635e-10
39.16	1.000000e-00	3.904582e-10
39.15	1.000000e-00	3.924633e-10
39.14	1.000000e-00	3.944786e-10
39.13	1.000000e-00	3.965043e-10
39.12	1.000000e-00	3.985403e-10
39.11	1.000000e-00	4.005869e-10
39.10	1.000000e-00	4.026440e-10
39.09	1.000000e-00	4.047116e-10
39.08	1.000000e-00	4.067899e-10
39.07	1.000000e-00	4.088789e-10
39.06	1.000000e-00	4.109786e-10
39.05	1.000000e-00	4.130891e-10
39.04	1.000000e-00	4.152105e-10
39.03	1.000000e-00	4.173427e-10
39.02	1.000000e-00	4.194860e-10
39.01	1.000000e-00	4.216402e-10
39.00	1.000000e-00	4.238055e-10
38.99	1.000000e-00	4.259820e-10
38.98	1.000000e-00	4.281696e-10
38.97	1.000000e-00	4.303685e-10
38.96	1.000000e-00	4.325788e-10
38.95	1.000000e-00	4.348003e-10
38.94	1.000000e-00	4.370333e-10
38.93	1.000000e-00	4.392777e-10
38.92	1.000000e-00	4.415337e-10
38.91	1.000000e-00	4.438013e-10
38.90	1.000000e-00	4.460806e-10
38.89	1.000000e-00	4.483716e-10
38.88	1.000000e-00	4.506744e-10
38.87	1.000000e-00	4.529890e-10
38.86	1.000000e-00	4.553155e-10
38.85	1.000000e-00	4.576539e-10
38.84	1.000000e-00	4.600044e-10
38.83	1.000000e-00	4.623670e-10
38.82	1.000000e-00	4.647417e-10
38.81	1.000000e-00	4.671287e-10
38.80	1.000000e-00	4.695279e-10
38.79	1.000000e-00	4.719394e-10
38.78	1.000000e-00	4.743633e-10
38.77	1.000000e-00	4.767997e-10
38.76	1.000000e-00	4.792486e-10
38.75	1.000000e-00	4.817102e-10
38.74	1.000000e-00	4.841845e-10
38.73	1.000000e-00	4.866714e-10
38.72	1.000000e-00	4.891710e-10
38.71	1.000000e-00	4.916836e-10
38.70	1.000000e-00	4.942090e-10
38.69	1.000000e-00	4.967475e-10
38.68	1.000000e-00	4.992990e-10
38.67	1.000000e-00	5.018637e-10
38.66	1.000000e-00	5.044415e-10
38.65	1.000000e-00	5.070325e-10
38.64	1.000000e-00	5.096370e-10
38.63	1.000000e-00	5.122548e-10
38.62	1.000000e-00	5.148860e-10
38.61	1.000000e-00	5.175308e-10
38.60	1.000000e-00	5.201892e-10
38.59	1.000000e-00	5.228613e-10
38.58	1.000000e-00	5.255472e-10
38.57	1.000000e-00	5.282468e-10
38.56	1.000000e-00	5.309603e-10
38.55	1.000000e-00	5.336876e-10
38.54	1.000000e-00	5.364292e-10
38.53	1.000000e-00	5.391848e-10
38.52	1.000000e-00	5.419545e-10
38.51	1.000000e-00	5.447385e-10
38.50	1.000000e-00	5.475368e-10
38.49	1.000000e-00	5.503495e-10
38.48	1.000000e-00	5.531767e-10
38.47	1.000000e-00	5.560185e-10
38.46	1.000000e-00	5.588748e-10
38.45	1.000000e-00	5.617458e-10
38.44	1.000000e-00	5.646316e-10
38.43	1.000000e-00	5.675322e-10
38.42	1.000000e-00	5.704478e-10
38.41	1.000000e-00	5.733783e-10
38.40	1.000000e-00	5.763240e-10
38.39	1.000000e-00	5.792847e-10
38.38	1.000000e-00	5.822607e-10
38.37	1.000000e-00	5.852521e-10
38.36	1.000000e-00	5.882588e-10
38.35	1.000000e-00	5.912809e-10
38.34	1.000000e-00	5.943186e-10
38.33	1.000000e-00	5.973719e-10
38.32	1.000000e-00	6.004409e-10
38.31	1.000000e-00	6.035258e-10
38.30	1.000000e-00	6.066264e-10
38.29	1.000000e-00	6.097431e-10
38.28	1.000000e-00	6.128758e-10
38.27	1.000000e-00	6.160246e-10
38.26	1.000000e-00	6.191895e-10
38.25	1.000000e-00	6.223708e-10
38.24	1.000000e-00	6.255684e-10
38.23	1.000000e-00	6.287825e-10
38.22	1.000000e-00	6.320131e-10
38.21	1.000000e-00	6.352603e-10
38.20	1.000000e-00	6.385242e-10
38.19	1.000000e-00	6.418049e-10
38.18	1.000000e-00	6.451025e-10
38.17	1.000000e-00	6.484171e-10
38.16	1.000000e-00	6.517487e-10
38.15	1.000000e-00	6.550974e-10
38.14	1.000000e-00	6.584634e-10
38.13	1.000000e-00	6.618467e-10
38.12	1.000000e-00	6.652474e-10
38.11	1.000000e-00	6.686656e-10
38.10	1.000000e-00	6.721013e-10
38.09	1.000000e-00	6.755547e-10
38.08	1.000000e-00	6.790259e-10
38.07	1.000000e-00	6.825150e-10
38.06	1.000000e-00	6.860220e-10
38.05	1.000000e-00	6.895471e-10
38.04	1.000000e-00	6.930903e-10
38.03	1.000000e-00	6.966517e-10
38.02	1.000000e-00	7.002314e-10
38.01	1.000000e-00	7.038297e-10
38.00	1.000000e-00	7.074463e-10
37.99	1.000000e-00	7.110816e-10
37.98	1.000000e-00	7.147356e-10
37.97	1.000000e-00	7.184083e-10
37.96	1.000000e-00	7.221000e-10
37.95	1.000000e-00	7.258107e-10
37.94	1.000000e-00	7.295404e-10
37.93	1.000000e-00	7.332894e-10
37.92	1.000000e-00	7.370576e-10
37.91	1.000000e-00	7.408453e-10
37.90	1.000000e-00	7.446525e-10
37.89	1.000000e-00	7.484791e-10
37.88	1.000000e-00	7.523255e-10
37.87	1.000000e-00	7.561917e-10
37.86	1.000000e-00	7.600778e-10
37.85	1.000000e-00	7.639839e-10
37.84	1.000000e-00	7.679100e-10
37.83	1.000000e-00	7.718564e-10
37.82	1.000000e-00	7.758231e-10
37.81	1.000000e-00	7.798101e-10
37.80	1.000000e-00	7.838178e-10
37.79	1.000000e-00	7.878460e-10
37.78	1.000000e-00	7.918949e-10
37.77	1.000000e-00	7.959647e-10
37.76	1.000000e-00	8.000555e-10
37.75	1.000000e-00	8.041672e-10
37.74	1.000000e-00	8.083001e-10
37.73	1.000000e-00	8.124543e-10
37.72	1.000000e-00	8.166299e-10
37.71	1.000000e-00	8.208270e-10
37.70	1.000000e-00	8.250456e-10
37.69	1.000000e-00	8.292860e-10
37.68	1.000000e-00	8.335481e-10
37.67	1.000000e-00	8.378322e-10
37.66	1.000000e-00	8.421385e-10
37.65	1.000000e-00	8.464668e-10
37.64	1.000000e-00	8.508174e-10
37.63	1.000000e-00	8.551904e-10
37.62	1.000000e-00	8.595858e-10
37.61	1.000000e-00	8.640040e-10
37.60	1.000000e-00	8.684448e-10
37.59	1.000000e-00	8.729085e-10
37.58	1.000000e-00	8.773952e-10
37.57	1.000000e-00	8.819050e-10
37.56	1.000000e-00	8.864379e-10
37.55	1.000000e-00	8.909942e-10
37.54	1.000000e-00	8.955739e-10
37.53	1.000000e-00	9.001773e-10
37.52	1.000000e-00	9.048042e-10
37.51	1.000000e-00	9.094551e-10
37.50	1.000000e-00	9.141299e-10
37.49	1.000000e-00	9.188287e-10
37.48	1.000000e-00	9.235517e-10
37.47	1.000000e-00	9.282990e-10
37.46	1.000000e-00	9.330707e-10
37.45	1.000000e-00	9.378670e-10
37.44	1.000000e-00	9.426879e-10
37.43	1.000000e-00	9.475337e-10
37.42	1.000000e-00	9.524045e-10
37.41	1.000000e-00	9.573002e-10
37.40	1.000000e-00	9.622213e-10
37.39	1.000000e-00	9.671676e-10
37.38	1.000000e-00	9.721394e-10
37.37	1.000000e-00	9.771367e-10
37.36	1.000000e-00	9.821598e-10
37.35	1.000000e-00	9.872088e-10
37.34	1.000000e-00	9.922837e-10
37.33	1.000000e-00	9.973848e-10
37.32	1.000000e-00	1.002512e-09
37.31	1.000000e-00	1.007666e-09
37.30	1.000000e-00	1.012846e-09
37.29	1.000000e-00	1.018053e-09
37.28	1.000000e-00	1.023287e-09
37.27	1.000000e-00	1.028547e-09
37.26	1.000000e-00	1.033835e-09
37.25	1.000000e-00	1.039150e-09
37.24	1.000000e-00	1.044492e-09
37.23	1.000000e-00	1.049862e-09
37.22	1.000000e-00	1.055259e-09
37.21	1.000000e-00	1.060685e-09
37.20	1.000000e-00	1.066138e-09
37.19	1.000000e-00	1.071619e-09
37.18	1.000000e-00	1.077128e-09
37.17	1.000000e-00	1.082666e-09
37.16	1.000000e-00	1.088233e-09
37.15	1.000000e-00	1.093827e-09
37.14	1.000000e-00	1.099451e-09
37.13	1.000000e-00	1.105104e-09
37.12	1.000000e-00	1.110786e-09
37.11	1.000000e-00	1.116497e-09
37.10	1.000000e-00	1.122237e-09
37.09	1.000000e-00	1.128007e-09
37.08	1.000000e-00	1.133807e-09
37.07	1.000000e-00	1.139636e-09
37.06	1.000000e-00	1.145496e-09
37.05	1.000000e-00	1.151386e-09
37.04	1.000000e-00	1.157306e-09
37.03	1.000000e-00	1.163256e-09
37.02	1.000000e-00	1.169238e-09
37.01	1.000000e-00	1.175250e-09
