chi2cdf table of deg 1
x	chi2cdf(x)	1-chi2cdf(x)
29.60	9.999999e-01	5.310494e-08
29.59	9.999999e-01	5.337962e-08
29.58	9.999999e-01	5.365572e-08
29.57	9.999999e-01	5.393326e-08
29.56	9.999999e-01	5.421223e-08
29.55	9.999999e-01	5.449265e-08
29.54	9.999999e-01	5.477453e-08
29.53	9.999999e-01	5.505786e-08
29.52	9.999999e-01	5.534266e-08
29.51	9.999999e-01	5.562894e-08
29.50	9.999999e-01	5.591670e-08
29.49	9.999999e-01	5.620596e-08
29.48	9.999999e-01	5.649671e-08
29.47	9.999999e-01	5.678897e-08
29.46	9.999999e-01	5.708274e-08
29.45	9.999999e-01	5.737804e-08
29.44	9.999999e-01	5.767487e-08
29.43	9.999999e-01	5.797323e-08
29.42	9.999999e-01	5.827315e-08
29.41	9.999999e-01	5.857461e-08
29.40	9.999999e-01	5.887764e-08
29.39	9.999999e-01	5.918224e-08
29.38	9.999999e-01	5.948842e-08
29.37	9.999999e-01	5.979619e-08
29.36	9.999999e-01	6.010555e-08
29.35	9.999999e-01	6.041652e-08
29.34	9.999999e-01	6.072909e-08
29.33	9.999999e-01	6.104329e-08
29.32	9.999999e-01	6.135912e-08
29.31	9.999999e-01	6.167658e-08
29.30	9.999999e-01	6.199569e-08
29.29	9.999999e-01	6.231646e-08
29.28	9.999999e-01	6.263888e-08
29.27	9.999999e-01	6.296298e-08
29.26	9.999999e-01	6.328876e-08
29.25	9.999999e-01	6.361623e-08
29.24	9.999999e-01	6.394539e-08
29.23	9.999999e-01	6.427626e-08
29.22	9.999999e-01	6.460885e-08
29.21	9.999999e-01	6.494316e-08
29.20	9.999999e-01	6.527921e-08
29.19	9.999999e-01	6.561699e-08
29.18	9.999999e-01	6.595653e-08
29.17	9.999999e-01	6.629783e-08
29.16	9.999999e-01	6.664090e-08
29.15	9.999999e-01	6.698574e-08
29.14	9.999999e-01	6.733238e-08
29.13	9.999999e-01	6.768081e-08
29.12	9.999999e-01	6.803105e-08
29.11	9.999999e-01	6.838310e-08
29.10	9.999999e-01	6.873698e-08
29.09	9.999999e-01	6.909270e-08
29.08	9.999999e-01	6.945026e-08
29.07	9.999999e-01	6.980967e-08
29.06	9.999999e-01	7.017095e-08
29.05	9.999999e-01	7.053410e-08
29.04	9.999999e-01	7.089914e-08
29.03	9.999999e-01	7.126606e-08
29.02	9.999999e-01	7.163489e-08
29.01	9.999999e-01	7.200563e-08
29.00	9.999999e-01	7.237830e-08
28.99	9.999999e-01	7.275290e-08
28.98	9.999999e-01	7.312944e-08
28.97	9.999999e-01	7.350793e-08
28.96	9.999999e-01	7.388838e-08
28.95	9.999999e-01	7.427081e-08
28.94	9.999999e-01	7.465523e-08
28.93	9.999999e-01	7.504163e-08
28.92	9.999999e-01	7.543004e-08
28.91	9.999999e-01	7.582046e-08
28.90	9.999999e-01	7.621291e-08
28.89	9.999999e-01	7.660740e-08
28.88	9.999999e-01	7.700393e-08
28.87	9.999999e-01	7.740251e-08
28.86	9.999999e-01	7.780317e-08
28.85	9.999999e-01	7.820590e-08
28.84	9.999999e-01	7.861072e-08
28.83	9.999999e-01	7.901764e-08
28.82	9.999999e-01	7.942667e-08
28.81	9.999999e-01	7.983783e-08
28.80	9.999999e-01	8.025111e-08
28.79	9.999999e-01	8.066654e-08
28.78	9.999999e-01	8.108413e-08
28.77	9.999999e-01	8.150388e-08
28.76	9.999999e-01	8.192580e-08
28.75	9.999999e-01	8.234992e-08
28.74	9.999999e-01	8.277624e-08
28.73	9.999999e-01	8.320476e-08
28.72	9.999999e-01	8.363552e-08
28.71	9.999999e-01	8.406850e-08
28.70	9.999999e-01	8.450373e-08
28.69	9.999999e-01	8.494122e-08
28.68	9.999999e-01	8.538098e-08
28.67	9.999999e-01	8.582302e-08
28.66	9.999999e-01	8.626735e-08
28.65	9.999999e-01	8.671399e-08
28.64	9.999999e-01	8.716295e-08
28.63	9.999999e-01	8.761423e-08
28.62	9.999999e-01	8.806786e-08
28.61	9.999999e-01	8.852384e-08
28.60	9.999999e-01	8.898218e-08
28.59	9.999999e-01	8.944291e-08
28.58	9.999999e-01	8.990602e-08
28.57	9.999999e-01	9.037154e-08
28.56	9.999999e-01	9.083947e-08
28.55	9.999999e-01	9.130983e-08
28.54	9.999999e-01	9.178263e-08
28.53	9.999999e-01	9.225788e-08
28.52	9.999999e-01	9.273560e-08
28.51	9.999999e-01	9.321580e-08
28.50	9.999999e-01	9.369849e-08
28.49	9.999999e-01	9.418368e-08
28.48	9.999999e-01	9.467139e-08
28.47	9.999999e-01	9.516164e-08
28.46	9.999999e-01	9.565442e-08
28.45	9.999999e-01	9.614977e-08
28.44	9.999999e-01	9.664768e-08
28.43	9.999999e-01	9.714818e-08
28.42	9.999999e-01	9.765127e-08
28.41	9.999999e-01	9.815698e-08
28.40	9.999999e-01	9.866531e-08
28.39	9.999999e-01	9.917628e-08
28.38	9.999999e-01	9.968990e-08
28.37	9.999999e-01	1.002062e-07
28.36	9.999999e-01	1.007251e-07
28.35	9.999999e-01	1.012468e-07
28.34	9.999999e-01	1.017712e-07
28.33	9.999999e-01	1.022983e-07
28.32	9.999999e-01	1.028281e-07
28.31	9.999999e-01	1.033606e-07
28.30	9.999999e-01	1.038960e-07
28.29	9.999999e-01	1.044341e-07
28.28	9.999999e-01	1.049750e-07
28.27	9.999999e-01	1.055187e-07
28.26	9.999999e-01	1.060653e-07
28.25	9.999999e-01	1.066146e-07
28.24	9.999999e-01	1.071669e-07
28.23	9.999999e-01	1.077219e-07
28.22	9.999999e-01	1.082799e-07
28.21	9.999999e-01	1.088408e-07
28.20	9.999999e-01	1.094046e-07
28.19	9.999999e-01	1.099713e-07
28.18	9.999999e-01	1.105409e-07
28.17	9.999999e-01	1.111135e-07
28.16	9.999999e-01	1.116891e-07
28.15	9.999999e-01	1.122677e-07
28.14	9.999999e-01	1.128492e-07
28.13	9.999999e-01	1.134338e-07
28.12	9.999999e-01	1.140214e-07
28.11	9.999999e-01	1.146121e-07
28.10	9.999999e-01	1.152059e-07
28.09	9.999999e-01	1.158027e-07
28.08	9.999999e-01	1.164026e-07
28.07	9.999999e-01	1.170056e-07
28.06	9.999999e-01	1.176118e-07
28.05	9.999999e-01	1.182211e-07
28.04	9.999999e-01	1.188336e-07
28.03	9.999999e-01	1.194492e-07
28.02	9.999999e-01	1.200681e-07
28.01	9.999999e-01	1.206902e-07
28.00	9.999999e-01	1.213155e-07
27.99	9.999999e-01	1.219440e-07
27.98	9.999999e-01	1.225758e-07
27.97	9.999999e-01	1.232109e-07
27.96	9.999999e-01	1.238493e-07
27.95	9.999999e-01	1.244910e-07
27.94	9.999999e-01	1.251360e-07
27.93	9.999999e-01	1.257844e-07
27.92	9.999999e-01	1.264361e-07
27.91	9.999999e-01	1.270912e-07
27.90	9.999999e-01	1.277498e-07
27.89	9.999999e-01	1.284117e-07
27.88	9.999999e-01	1.290771e-07
27.87	9.999999e-01	1.297459e-07
27.86	9.999999e-01	1.304183e-07
27.85	9.999999e-01	1.310941e-07
27.84	9.999999e-01	1.317734e-07
27.83	9.999999e-01	1.324562e-07
27.82	9.999999e-01	1.331426e-07
27.81	9.999999e-01	1.338326e-07
27.80	9.999999e-01	1.345261e-07
27.79	9.999999e-01	1.352233e-07
27.78	9.999999e-01	1.359240e-07
27.77	9.999999e-01	1.366284e-07
27.76	9.999999e-01	1.373365e-07
27.75	9.999999e-01	1.380482e-07
27.74	9.999999e-01	1.387636e-07
27.73	9.999999e-01	1.394828e-07
27.72	9.999999e-01	1.402057e-07
27.71	9.999999e-01	1.409323e-07
27.70	9.999999e-01	1.416627e-07
27.69	9.999999e-01	1.423969e-07
27.68	9.999999e-01	1.431349e-07
27.67	9.999999e-01	1.438768e-07
27.66	9.999999e-01	1.446225e-07
27.65	9.999999e-01	1.453721e-07
27.64	9.999999e-01	1.461255e-07
27.63	9.999999e-01	1.468829e-07
27.62	9.999999e-01	1.476442e-07
27.61	9.999999e-01	1.484095e-07
27.60	9.999999e-01	1.491788e-07
27.59	9.999999e-01	1.499520e-07
27.58	9.999998e-01	1.507293e-07
27.57	9.999998e-01	1.515106e-07
27.56	9.999998e-01	1.522959e-07
27.55	9.999998e-01	1.530854e-07
27.54	9.999998e-01	1.538789e-07
27.53	9.999998e-01	1.546766e-07
27.52	9.999998e-01	1.554784e-07
27.51	9.999998e-01	1.562843e-07
27.50	9.999998e-01	1.570945e-07
27.49	9.999998e-01	1.579089e-07
27.48	9.999998e-01	1.587275e-07
27.47	9.999998e-01	1.595503e-07
27.46	9.999998e-01	1.603774e-07
27.45	9.999998e-01	1.612089e-07
27.44	9.999998e-01	1.620446e-07
27.43	9.999998e-01	1.628847e-07
27.42	9.999998e-01	1.637292e-07
27.41	9.999998e-01	1.645780e-07
27.40	9.999998e-01	1.654312e-07
27.39	9.999998e-01	1.662889e-07
27.38	9.999998e-01	1.671511e-07
27.37	9.999998e-01	1.680177e-07
27.36	9.999998e-01	1.688888e-07
27.35	9.999998e-01	1.697644e-07
27.34	9.999998e-01	1.706446e-07
27.33	9.999998e-01	1.715294e-07
27.32	9.999998e-01	1.724188e-07
27.31	9.999998e-01	1.733128e-07
27.30	9.999998e-01	1.742114e-07
27.29	9.999998e-01	1.751147e-07
27.28	9.999998e-01	1.760227e-07
27.27	9.999998e-01	1.769354e-07
27.26	9.999998e-01	1.778529e-07
27.25	9.999998e-01	1.787751e-07
27.24	9.999998e-01	1.797022e-07
27.23	9.999998e-01	1.806340e-07
27.22	9.999998e-01	1.815707e-07
27.21	9.999998e-01	1.825122e-07
27.20	9.999998e-01	1.834587e-07
27.19	9.999998e-01	1.844100e-07
27.18	9.999998e-01	1.853663e-07
27.17	9.999998e-01	1.863276e-07
27.16	9.999998e-01	1.872939e-07
27.15	9.999998e-01	1.882652e-07
27.14	9.999998e-01	1.892415e-07
27.13	9.999998e-01	1.902230e-07
27.12	9.999998e-01	1.912095e-07
27.11	9.999998e-01	1.922011e-07
27.10	9.999998e-01	1.931979e-07
27.09	9.999998e-01	1.941999e-07
27.08	9.999998e-01	1.952071e-07
27.07	9.999998e-01	1.962196e-07
27.06	9.999998e-01	1.972372e-07
27.05	9.999998e-01	1.982602e-07
27.04	9.999998e-01	1.992885e-07
27.03	9.999998e-01	2.003222e-07
27.02	9.999998e-01	2.013612e-07
27.01	9.999998e-01	2.024056e-07
27.00	9.999998e-01	2.034555e-07
26.99	9.999998e-01	2.045108e-07
26.98	9.999998e-01	2.055716e-07
26.97	9.999998e-01	2.066379e-07
26.96	9.999998e-01	2.077097e-07
26.95	9.999998e-01	2.087871e-07
26.94	9.999998e-01	2.098702e-07
26.93	9.999998e-01	2.109588e-07
26.92	9.999998e-01	2.120532e-07
26.91	9.999998e-01	2.131532e-07
26.90	9.999998e-01	2.142589e-07
26.89	9.999998e-01	2.153704e-07
26.88	9.999998e-01	2.164876e-07
26.87	9.999998e-01	2.176107e-07
26.86	9.999998e-01	2.187396e-07
26.85	9.999998e-01	2.198744e-07
26.84	9.999998e-01	2.210150e-07
26.83	9.999998e-01	2.221616e-07
26.82	9.999998e-01	2.233142e-07
26.81	9.999998e-01	2.244728e-07
26.80	9.999998e-01	2.256373e-07
26.79	9.999998e-01	2.268080e-07
26.78	9.999998e-01	2.279847e-07
26.77	9.999998e-01	2.291676e-07
26.76	9.999998e-01	2.303565e-07
26.75	9.999998e-01	2.315517e-07
26.74	9.999998e-01	2.327531e-07
26.73	9.999998e-01	2.339608e-07
26.72	9.999998e-01	2.351747e-07
26.71	9.999998e-01	2.363949e-07
26.70	9.999998e-01	2.376215e-07
26.69	9.999998e-01	2.388545e-07
26.68	9.999998e-01	2.400939e-07
26.67	9.999998e-01	2.413397e-07
26.66	9.999998e-01	2.425920e-07
26.65	9.999998e-01	2.438508e-07
26.64	9.999998e-01	2.451162e-07
26.63	9.999998e-01	2.463881e-07
26.62	9.999998e-01	2.476667e-07
26.61	9.999998e-01	2.489519e-07
26.60	9.999997e-01	2.502438e-07
26.59	9.999997e-01	2.515424e-07
26.58	9.999997e-01	2.528477e-07
26.57	9.999997e-01	2.541599e-07
26.56	9.999997e-01	2.554789e-07
26.55	9.999997e-01	2.568047e-07
26.54	9.999997e-01	2.581375e-07
26.53	9.999997e-01	2.594771e-07
26.52	9.999997e-01	2.608238e-07
26.51	9.999997e-01	2.621774e-07
26.50	9.999997e-01	2.635381e-07
26.49	9.999997e-01	2.649059e-07
26.48	9.999997e-01	2.662808e-07
26.47	9.999997e-01	2.676628e-07
26.46	9.999997e-01	2.690520e-07
26.45	9.999997e-01	2.704485e-07
26.44	9.999997e-01	2.718522e-07
26.43	9.999997e-01	2.732632e-07
26.42	9.999997e-01	2.746816e-07
26.41	9.999997e-01	2.761073e-07
26.40	9.999997e-01	2.775405e-07
26.39	9.999997e-01	2.789811e-07
26.38	9.999997e-01	2.804292e-07
26.37	9.999997e-01	2.818849e-07
26.36	9.999997e-01	2.833481e-07
26.35	9.999997e-01	2.848189e-07
26.34	9.999997e-01	2.862974e-07
26.33	9.999997e-01	2.877836e-07
26.32	9.999997e-01	2.892775e-07
26.31	9.999997e-01	2.907792e-07
26.30	9.999997e-01	2.922887e-07
26.29	9.999997e-01	2.938060e-07
26.28	9.999997e-01	2.953313e-07
26.27	9.999997e-01	2.968645e-07
26.26	9.999997e-01	2.984056e-07
26.25	9.999997e-01	2.999548e-07
26.24	9.999997e-01	3.015121e-07
26.23	9.999997e-01	3.030774e-07
26.22	9.999997e-01	3.046509e-07
26.21	9.999997e-01	3.062326e-07
26.20	9.999997e-01	3.078225e-07
26.19	9.999997e-01	3.094207e-07
26.18	9.999997e-01	3.110272e-07
26.17	9.999997e-01	3.126421e-07
26.16	9.999997e-01	3.142654e-07
26.15	9.999997e-01	3.158971e-07
26.14	9.999997e-01	3.175373e-07
26.13	9.999997e-01	3.191861e-07
26.12	9.999997e-01	3.208434e-07
26.11	9.999997e-01	3.225094e-07
26.10	9.999997e-01	3.241840e-07
26.09	9.999997e-01	3.258674e-07
26.08	9.999997e-01	3.275595e-07
26.07	9.999997e-01	3.292604e-07
26.06	9.999997e-01	3.309702e-07
26.05	9.999997e-01	3.326889e-07
26.04	9.999997e-01	3.344165e-07
26.03	9.999997e-01	3.361531e-07
26.02	9.999997e-01	3.378987e-07
26.01	9.999997e-01	3.396535e-07
26.00	9.999997e-01	3.414174e-07
25.99	9.999997e-01	3.431904e-07
25.98	9.999997e-01	3.449727e-07
25.97	9.999997e-01	3.467643e-07
25.96	9.999997e-01	3.485652e-07
25.95	9.999996e-01	3.503754e-07
25.94	9.999996e-01	3.521951e-07
25.93	9.999996e-01	3.540243e-07
25.92	9.999996e-01	3.558630e-07
25.91	9.999996e-01	3.577113e-07
25.90	9.999996e-01	3.595691e-07
25.89	9.999996e-01	3.614367e-07
25.88	9.999996e-01	3.633140e-07
25.87	9.999996e-01	3.652011e-07
25.86	9.999996e-01	3.670979e-07
25.85	9.999996e-01	3.690047e-07
25.84	9.999996e-01	3.709214e-07
25.83	9.999996e-01	3.728481e-07
25.82	9.999996e-01	3.747848e-07
25.81	9.999996e-01	3.767315e-07
25.80	9.999996e-01	3.786885e-07
25.79	9.999996e-01	3.806556e-07
25.78	9.999996e-01	3.826329e-07
25.77	9.999996e-01	3.846206e-07
25.76	9.999996e-01	3.866186e-07
25.75	9.999996e-01	3.886270e-07
25.74	9.999996e-01	3.906459e-07
25.73	9.999996e-01	3.926753e-07
25.72	9.999996e-01	3.947152e-07
25.71	9.999996e-01	3.967658e-07
25.70	9.999996e-01	3.988271e-07
25.69	9.999996e-01	4.008990e-07
25.68	9.999996e-01	4.029818e-07
25.67	9.999996e-01	4.050755e-07
25.66	9.999996e-01	4.071800e-07
25.65	9.999996e-01	4.092955e-07
25.64	9.999996e-01	4.114220e-07
25.63	9.999996e-01	4.135596e-07
25.62	9.999996e-01	4.157083e-07
25.61	9.999996e-01	4.178682e-07
25.60	9.999996e-01	4.200394e-07
25.59	9.999996e-01	4.222219e-07
25.58	9.999996e-01	4.244157e-07
25.57	9.999996e-01	4.266210e-07
25.56	9.999996e-01	4.288377e-07
25.55	9.999996e-01	4.310661e-07
25.54	9.999996e-01	4.333060e-07
25.53	9.999996e-01	4.355575e-07
25.52	9.999996e-01	4.378209e-07
25.51	9.999996e-01	4.400960e-07
25.50	9.999996e-01	4.423829e-07
25.49	9.999996e-01	4.446818e-07
25.48	9.999996e-01	4.469926e-07
25.47	9.999996e-01	4.493155e-07
25.46	9.999995e-01	4.516505e-07
25.45	9.999995e-01	4.539977e-07
25.44	9.999995e-01	4.563570e-07
25.43	9.999995e-01	4.587287e-07
25.42	9.999995e-01	4.611127e-07
25.41	9.999995e-01	4.635092e-07
25.40	9.999995e-01	4.659181e-07
25.39	9.999995e-01	4.683396e-07
25.38	9.999995e-01	4.707737e-07
25.37	9.999995e-01	4.732205e-07
25.36	9.999995e-01	4.756800e-07
25.35	9.999995e-01	4.781524e-07
25.34	9.999995e-01	4.806376e-07
25.33	9.999995e-01	4.831358e-07
25.32	9.999995e-01	4.856470e-07
25.31	9.999995e-01	4.881713e-07
25.30	9.999995e-01	4.907087e-07
25.29	9.999995e-01	4.932594e-07
25.28	9.999995e-01	4.958234e-07
25.27	9.999995e-01	4.984007e-07
25.26	9.999995e-01	5.009914e-07
25.25	9.999995e-01	5.035957e-07
25.24	9.999995e-01	5.062135e-07
25.23	9.999995e-01	5.088450e-07
25.22	9.999995e-01	5.114902e-07
25.21	9.999995e-01	5.141491e-07
25.20	9.999995e-01	5.168220e-07
25.19	9.999995e-01	5.195087e-07
25.18	9.999995e-01	5.222095e-07
25.17	9.999995e-01	5.249243e-07
25.16	9.999995e-01	5.276533e-07
25.15	9.999995e-01	5.303965e-07
25.14	9.999995e-01	5.331540e-07
25.13	9.999995e-01	5.359259e-07
25.12	9.999995e-01	5.387123e-07
25.11	9.999995e-01	5.415131e-07
25.10	9.999995e-01	5.443286e-07
25.09	9.999995e-01	5.471587e-07
25.08	9.999994e-01	5.500036e-07
25.07	9.999994e-01	5.528633e-07
25.06	9.999994e-01	5.557379e-07
25.05	9.999994e-01	5.586276e-07
25.04	9.999994e-01	5.615322e-07
25.03	9.999994e-01	5.644520e-07
25.02	9.999994e-01	5.673871e-07
25.01	9.999994e-01	5.703374e-07
25.00	9.999994e-01	5.733031e-07
24.99	9.999994e-01	5.762843e-07
24.98	9.999994e-01	5.792811e-07
24.97	9.999994e-01	5.822934e-07
24.96	9.999994e-01	5.853215e-07
24.95	9.999994e-01	5.883653e-07
24.94	9.999994e-01	5.914250e-07
24.93	9.999994e-01	5.945007e-07
24.92	9.999994e-01	5.975924e-07
24.91	9.999994e-01	6.007002e-07
24.90	9.999994e-01	6.038242e-07
24.89	9.999994e-01	6.069646e-07
24.88	9.999994e-01	6.101213e-07
24.87	9.999994e-01	6.132944e-07
24.86	9.999994e-01	6.164841e-07
24.85	9.999994e-01	6.196905e-07
24.84	9.999994e-01	6.229135e-07
24.83	9.999994e-01	6.261534e-07
24.82	9.999994e-01	6.294101e-07
24.81	9.999994e-01	6.326839e-07
24.80	9.999994e-01	6.359747e-07
24.79	9.999994e-01	6.392827e-07
24.78	9.999994e-01	6.426079e-07
24.77	9.999994e-01	6.459505e-07
24.76	9.999994e-01	6.493105e-07
24.75	9.999993e-01	6.526880e-07
24.74	9.999993e-01	6.560832e-07
24.73	9.999993e-01	6.594960e-07
24.72	9.999993e-01	6.629267e-07
24.71	9.999993e-01	6.663752e-07
24.70	9.999993e-01	6.698417e-07
24.69	9.999993e-01	6.733264e-07
24.68	9.999993e-01	6.768292e-07
24.67	9.999993e-01	6.803502e-07
24.66	9.999993e-01	6.838896e-07
24.65	9.999993e-01	6.874475e-07
24.64	9.999993e-01	6.910240e-07
24.63	9.999993e-01	6.946191e-07
24.62	9.999993e-01	6.982330e-07
24.61	9.999993e-01	7.018657e-07
24.60	9.999993e-01	7.055173e-07
24.59	9.999993e-01	7.091881e-07
24.58	9.999993e-01	7.128779e-07
24.57	9.999993e-01	7.165870e-07
24.56	9.999993e-01	7.203155e-07
24.55	9.999993e-01	7.240634e-07
24.54	9.999993e-01	7.278309e-07
24.53	9.999993e-01	7.316180e-07
24.52	9.999993e-01	7.354249e-07
24.51	9.999993e-01	7.392517e-07
24.50	9.999993e-01	7.430984e-07
24.49	9.999993e-01	7.469652e-07
24.48	9.999992e-01	7.508521e-07
24.47	9.999992e-01	7.547594e-07
24.46	9.999992e-01	7.586870e-07
24.45	9.999992e-01	7.626351e-07
24.44	9.999992e-01	7.666038e-07
24.43	9.999992e-01	7.705933e-07
24.42	9.999992e-01	7.746035e-07
24.41	9.999992e-01	7.786347e-07
24.40	9.999992e-01	7.826869e-07
24.39	9.999992e-01	7.867603e-07
24.38	9.999992e-01	7.908549e-07
24.37	9.999992e-01	7.949709e-07
24.36	9.999992e-01	7.991084e-07
24.35	9.999992e-01	8.032674e-07
24.34	9.999992e-01	8.074482e-07
24.33	9.999992e-01	8.116508e-07
24.32	9.999992e-01	8.158753e-07
24.31	9.999992e-01	8.201219e-07
24.30	9.999992e-01	8.243906e-07
24.29	9.999992e-01	8.286816e-07
24.28	9.999992e-01	8.329950e-07
24.27	9.999992e-01	8.373310e-07
24.26	9.999992e-01	8.416895e-07
24.25	9.999992e-01	8.460708e-07
24.24	9.999991e-01	8.504750e-07
24.23	9.999991e-01	8.549022e-07
24.22	9.999991e-01	8.593524e-07
24.21	9.999991e-01	8.638260e-07
24.20	9.999991e-01	8.683228e-07
24.19	9.999991e-01	8.728431e-07
24.18	9.999991e-01	8.773871e-07
24.17	9.999991e-01	8.819547e-07
24.16	9.999991e-01	8.865462e-07
24.15	9.999991e-01	8.911617e-07
24.14	9.999991e-01	8.958012e-07
24.13	9.999991e-01	9.004650e-07
24.12	9.999991e-01	9.051531e-07
24.11	9.999991e-01	9.098658e-07
24.10	9.999991e-01	9.146030e-07
24.09	9.999991e-01	9.193649e-07
24.08	9.999991e-01	9.241517e-07
24.07	9.999991e-01	9.289635e-07
24.06	9.999991e-01	9.338004e-07
24.05	9.999991e-01	9.386626e-07
24.04	9.999991e-01	9.435502e-07
24.03	9.999991e-01	9.484633e-07
24.02	9.999990e-01	9.534020e-07
24.01	9.999990e-01	9.583666e-07
24.00	9.999990e-01	9.633570e-07
23.99	9.999990e-01	9.683735e-07
23.98	9.999990e-01	9.734162e-07
23.97	9.999990e-01	9.784853e-07
23.96	9.999990e-01	9.835808e-07
23.95	9.999990e-01	9.887029e-07
23.94	9.999990e-01	9.938518e-07
23.93	9.999990e-01	9.990276e-07
23.92	9.999990e-01	1.004230e-06
23.91	9.999990e-01	1.009460e-06
23.90	9.999990e-01	1.014718e-06
23.89	9.999990e-01	1.020002e-06
23.88	9.999990e-01	1.025315e-06
23.87	9.999990e-01	1.030655e-06
23.86	9.999990e-01	1.036023e-06
23.85	9.999990e-01	1.041419e-06
23.84	9.999990e-01	1.046843e-06
23.83	9.999989e-01	1.052296e-06
23.82	9.999989e-01	1.057777e-06
23.81	9.999989e-01	1.063286e-06
23.80	9.999989e-01	1.068825e-06
23.79	9.999989e-01	1.074392e-06
23.78	9.999989e-01	1.079988e-06
23.77	9.999989e-01	1.085614e-06
23.76	9.999989e-01	1.091269e-06
23.75	9.999989e-01	1.096954e-06
23.74	9.999989e-01	1.102668e-06
23.73	9.999989e-01	1.108412e-06
23.72	9.999989e-01	1.114186e-06
23.71	9.999989e-01	1.119991e-06
23.70	9.999989e-01	1.125825e-06
23.69	9.999989e-01	1.131691e-06
23.68	9.999989e-01	1.137586e-06
23.67	9.999989e-01	1.143513e-06
23.66	9.999989e-01	1.149470e-06
23.65	9.999988e-01	1.155459e-06
23.64	9.999988e-01	1.161479e-06
23.63	9.999988e-01	1.167531e-06
23.62	9.999988e-01	1.173614e-06
23.61	9.999988e-01	1.179728e-06
23.60	9.999988e-01	1.185875e-06
23.59	9.999988e-01	1.192054e-06
23.58	9.999988e-01	1.198265e-06
23.57	9.999988e-01	1.204509e-06
23.56	9.999988e-01	1.210785e-06
23.55	9.999988e-01	1.217094e-06
23.54	9.999988e-01	1.223436e-06
23.53	9.999988e-01	1.229811e-06
23.52	9.999988e-01	1.236220e-06
23.51	9.999988e-01	1.242662e-06
23.50	9.999988e-01	1.249138e-06
23.49	9.999987e-01	1.255647e-06
23.48	9.999987e-01	1.262191e-06
23.47	9.999987e-01	1.268768e-06
23.46	9.999987e-01	1.275381e-06
23.45	9.999987e-01	1.282027e-06
23.44	9.999987e-01	1.288709e-06
23.43	9.999987e-01	1.295425e-06
23.42	9.999987e-01	1.302176e-06
23.41	9.999987e-01	1.308963e-06
23.40	9.999987e-01	1.315785e-06
23.39	9.999987e-01	1.322643e-06
23.38	9.999987e-01	1.329537e-06
23.37	9.999987e-01	1.336467e-06
23.36	9.999987e-01	1.343433e-06
23.35	9.999986e-01	1.350435e-06
23.34	9.999986e-01	1.357474e-06
23.33	9.999986e-01	1.364550e-06
23.32	9.999986e-01	1.371663e-06
23.31	9.999986e-01	1.378813e-06
23.30	9.999986e-01	1.386000e-06
23.29	9.999986e-01	1.393225e-06
23.28	9.999986e-01	1.400488e-06
23.27	9.999986e-01	1.407788e-06
23.26	9.999986e-01	1.415127e-06
23.25	9.999986e-01	1.422504e-06
23.24	9.999986e-01	1.429920e-06
23.23	9.999986e-01	1.437375e-06
23.22	9.999986e-01	1.444868e-06
23.21	9.999985e-01	1.452401e-06
23.20	9.999985e-01	1.459973e-06
23.19	9.999985e-01	1.467585e-06
23.18	9.999985e-01	1.475237e-06
23.17	9.999985e-01	1.482928e-06
23.16	9.999985e-01	1.490660e-06
23.15	9.999985e-01	1.498432e-06
23.14	9.999985e-01	1.506245e-06
23.13	9.999985e-01	1.514099e-06
23.12	9.999985e-01	1.521993e-06
23.11	9.999985e-01	1.529929e-06
23.10	9.999985e-01	1.537907e-06
23.09	9.999985e-01	1.545926e-06
23.08	9.999984e-01	1.553988e-06
23.07	9.999984e-01	1.562091e-06
23.06	9.999984e-01	1.570237e-06
23.05	9.999984e-01	1.578425e-06
23.04	9.999984e-01	1.586656e-06
23.03	9.999984e-01	1.594931e-06
23.02	9.999984e-01	1.603248e-06
23.01	9.999984e-01	1.611609e-06
23.00	9.999984e-01	1.620014e-06
22.99	9.999984e-01	1.628463e-06
22.98	9.999984e-01	1.636956e-06
22.97	9.999984e-01	1.645493e-06
22.96	9.999983e-01	1.654075e-06
22.95	9.999983e-01	1.662702e-06
22.94	9.999983e-01	1.671374e-06
22.93	9.999983e-01	1.680092e-06
22.92	9.999983e-01	1.688855e-06
22.91	9.999983e-01	1.697664e-06
22.90	9.999983e-01	1.706519e-06
22.89	9.999983e-01	1.715420e-06
22.88	9.999983e-01	1.724368e-06
22.87	9.999983e-01	1.733362e-06
22.86	9.999983e-01	1.742404e-06
22.85	9.999982e-01	1.751493e-06
22.84	9.999982e-01	1.760630e-06
22.83	9.999982e-01	1.769814e-06
22.82	9.999982e-01	1.779047e-06
22.81	9.999982e-01	1.788328e-06
22.80	9.999982e-01	1.797657e-06
22.79	9.999982e-01	1.807035e-06
22.78	9.999982e-01	1.816463e-06
22.77	9.999982e-01	1.825939e-06
22.76	9.999982e-01	1.835465e-06
22.75	9.999982e-01	1.845041e-06
22.74	9.999981e-01	1.854668e-06
22.73	9.999981e-01	1.864344e-06
22.72	9.999981e-01	1.874071e-06
22.71	9.999981e-01	1.883849e-06
22.70	9.999981e-01	1.893679e-06
22.69	9.999981e-01	1.903559e-06
22.68	9.999981e-01	1.913492e-06
22.67	9.999981e-01	1.923476e-06
22.66	9.999981e-01	1.933513e-06
22.65	9.999981e-01	1.943602e-06
22.64	9.999980e-01	1.953744e-06
22.63	9.999980e-01	1.963939e-06
