Gene 1	Gene 2	Reprod BP	Reprod PB	Reprod PP	Literature	PullDown	PullDown Exact	Common baits	Common bait count BP	Common bait count PB	Gene 2 wanted	Prey redund level	Interolog	Mock	Prey PullDown Count	Bait geneid match	Prey geneid match	Bait and Prey geneid match	orf=0	Basic filter	Bait motifs	Prey motifs	Prey motif max	BP MMIs	PB MMIs	PP MMIs
4087	57393	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	10265	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	23063	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	728896	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	7327	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	114827	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	4325065	1	0	0			0	4087_544..1401	1	0		0.0		0	0	1	1	1	0	0	MH2		0			
4087	9044	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	282991	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	84312	1	0	5			0	4087_all,6667_all,2113_all	1	0		0.0		1	0	1	1	1	0	0			0			
4087	54901	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	54903	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	1	1	MH2		0			
4087	114134	1	0	3			0	4087_all,7185_all,7572_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	26786	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	2963	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	1780	2	0	2			0	4087_all	1	0		0.5		0	0	1	2	2	1	1			0			
4087	7111	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	24148	1	0	3			0	4087_all,2113_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	7114	1	0	4			0	7572_all,4087_all,2113_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	57821	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	67285	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	84220	1	0	2			0	4087_all,2113_all	1	0		1.0		0	0	1	1	1	1	0		Ran_BP1	1			
4087	1673	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	4338	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	284611	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	4331	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	29993	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	29994	3	0	3			0	4087_all,2113_all,4087_544..1401	2	0	TF	0.66666666666666663		0	0	2	3	3	2	0	MH2		0			
4087	643717	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	267008	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	29046	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	283554	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	23770	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	4646	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	26793	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	4208	3	0	7	11160896		0	7024_all,4087_all	1	0	TF	1.6666666666666667	11160896,16189514	0	0	1	3	3	1	0		SRF-TF	1			
4087	9853	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	6902	2	0	2			0	4087_all	1	0		0.5		0	0	1	2	2	2	0			0			
4087	6457	3	0	2			0	4087_all,2113_all,4087_544..1401	2	0		0.33333333333333331		1	0	2	3	3	0	0			0			
4087	9859	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	1	0			0			
4087	5763	3	0	8			0	7024_all,4087_all,7185_all,7572_all	1	0		2.0		0	0	1	3	3	3	3			0			
4087	119385	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	5567	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	89796	2	0	3			0	7024_all,4087_all,4087_544..1401	2	0		1.0		0	0	2	2	2	1	0	MH2		0			
4087	89795	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	23177	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	1523	1	0	2			0	4087_all,2113_all	1	0	TF	0.0		0	0	1	1	1	0	0			0			
4087	50807	1	0	2			0	7024_all,4087_544..1401	1	0		0.0		0	0	1	1	1	0	0	MH2		0			
4087	23395	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	55095	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	692236	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	2475	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	220296	1	0	2			0	4087_all,7572_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	57460	1	0	2			0	4087_all,7185_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	389756	1	0	3			0	7024_all,4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	855794	4	0	4			0	7572_all,4087_all,6667_all,4087_544..1401	2	0		0.0		0	0	2	4	4	0	0			0			
4087	401191	1	0	0			0	4087_544..1401	1	0		0.0		1	0	1	1	1	0	0	MH2		0			
4087	5780	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	5781	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	5782	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	51221	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	51735	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	5789	5	0	7			0	4087_all,7185_all,2113_all	1	0		1.0		0	0	1	5	5	0	0			0			
4087	66035	2	0	2			0	4087_all	1	0		0.0		0	0	1	2	2	0	0			0			
4087	5152	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	63974	1	0	0			0	4087_544..1401	1	0	TF	1.0		0	0	1	1	1	0	0	MH2		0			
4087	445815	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	116988	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	116987	2	0	2			0	4087_all	1	0		1.0		0	0	1	2	2	0	0			0			
4087	25797	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	644873	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	158219	2	0	8			0	7024_all,4087_all,2113_all,7185_all,4087_544..1401	2	0		0.0		0	0	2	2	2	0	0			0			
4087	244281	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	201475	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	143162	1	0	2			0	4087_all,2113_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	111	1	0	0			0	4087_544..1401	1	0		0.0		0	0	1	1	1	0	0	MH2		0			
4087	27336	2	0	1			0	4087_all,4087_544..1401	2	0	TF	1.0		0	0	2	2	2	2	0	MH2		0			
4087	27330	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	27332	3	0	4			0	4087_all,7572_all	1	0		1.6666666666666667		0	0	1	3	3	0	0			0			
4087	27333	1	0	3			0	7024_all,4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	152594	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	7284	1	0	1			0	7572_all,4087_544..1401	1	0		1.0		0	0	1	1	1	1	0	MH2		0			
4087	57545	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	9456	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	10677	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	9101	3	0	2			0	7572_all,4087_all,4087_544..1401	2	0		0.66666666666666663		0	0	2	3	3	2	0	MH2		0			
4087	401509	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	148581	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	4691	2	0	7			0	7572_all,4087_all,2113_all,7185_all,4087_544..1401	2	0		0.5		0	0	2	2	2	2	0			0			
4087	4690	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	223075	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	57496	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	950	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	148345	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	23043	2	0	2			0	4087_all	1	0		1.0		1	0	1	2	2	1	0			0			
4087	440354	1	0	0			0	4087_544..1401	1	0		0.0		0	0	1	1	1	0	0	MH2		0			
4087	406940	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	81846	2	0	2			0	4087_all	1	0		1.0		0	0	1	2	2	0	0			0			
4087	81847	1	0	2			0	4087_all,7185_all	1	0	TF	1.0		0	0	1	1	1	1	0			0			
4087	80243	1	0	2			0	4087_all,2113_all	1	0		1.0		0	0	1	1	1	1	1			0			
4087	10072	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	10075	2	0	5			0	7024_all,4087_all,2113_all	1	0	TF	1.0		0	0	1	2	2	2	0			0			
4087	5165	1	0	3			0	4087_all,7572_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	54467	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	256236	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	644450	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	22941	1	0	2			0	7024_all,4087_544..1401	1	0		0.0		0	0	1	1	1	0	0	MH2		0			
4087	9213	2	0	1			0	4087_all,4087_544..1401	2	0		1.0		0	0	2	2	2	0	0	MH2		0			
4087	9215	2	0	3			0	4087_all,2113_all	1	0		1.0		0	0	1	2	2	0	0			0			
4087	56942	1	0	1			0	7185_all,4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2	GCV_H	1			
4087	56940	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	641364	1	0	0			0	4087_544..1401	1	0		0.0		0	0	1	1	1	0	0	MH2		0			
4087	441194	1	0	2			0	4087_all,2113_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	84766	1	0	1			0	7572_all,4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	125150	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	9699	1	0	3			0	7572_all,4087_all,2113_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	9694	1	0	5			0	7572_all,7024_all,4087_all,2113_all	1	0		1.0		1	0	1	1	1	0	0			0			
4087	84162	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	1	1	MH2		0			
4087	10299	1	0	3			0	4087_all,2113_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	9070	1	0	1			0	4087_all	1	0	TF	0.0		0	0	1	1	1	0	0			0			
4087	9470	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	9670	2	0	1			0	4087_all,4087_544..1401	2	0	TF	2.0		0	0	2	2	2	0	0	MH2		0			
4087	11982	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	10107	2	0	5			0	7024_all,4087_all,2113_all	1	0		1.5		0	0	1	2	2	0	0			0			
4087	10458	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	9678	2	0	2			0	4087_all,2113_all,4087_544..1401	2	0	TF	1.0		0	0	2	2	2	1	0	MH2		0			
4087	3556	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	1			0			
4087	3550	1	0	3			0	7024_all,4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	9467	2	0	2			0	4087_all	1	0		1.0		0	0	1	2	2	1	0			0			
4087	285084	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	80333	4	0	13			0	7572_all,7024_all,4087_all,2113_all	1	0		1.0		0	0	1	4	4	0	0			0			
4087	10580	3	0	3			0	4087_all,7185_all,4087_544..1401	2	0		1.0		0	0	2	3	3	1	1	MH2		0			
4087	57514	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	203430	1	0	1			0	4087_all	1	0	TF	0.0		0	0	1	1	1	0	0			0			
4087	20965	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	90198	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	10589	1	0	0			0	4087_544..1401	1	0	TF	1.0		0	0	1	1	1	1	1	MH2		0			
4087	26280	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	2911	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	2913	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	727732	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	2915	2	0	2			0	4087_all,2113_all,4087_544..1401	2	0		0.0		0	0	2	2	2	0	0	MH2		0			
4087	2917	1	0	2			0	2113_all,4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	80129	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	1795	1	0	1			0	2113_all,4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	4563141	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	58250	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	6840	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	161436	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	655	2	0	2			0	4087_all	1	0		1.0		0	0	1	2	2	0	0			0			
4087	1660	3	0	4			0	7024_all,4087_all,4087_544..1401	2	0		1.0		0	0	2	3	3	1	0	MH2		0			
4087	8233	1	0	1			0	4087_all	1	0		1.0		1	0	1	1	1	1	0			0			
4087	254948	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	6595	2	0	3			0	4087_all,2113_all,7185_all,4087_544..1401	2	0	TF	1.0		0	0	2	2	2	1	0	MH2		0			
4087	6599	1	0	3			0	7024_all,4087_all	1	0	TF	1.0		0	0	1	1	1	1	1			0			
4087	4325	2	0	3			0	4087_all,2113_all	1	0		1.0		0	0	1	2	2	0	0			0			
4087	3146	1	0	6			0	7024_all,4087_all,7185_all,7572_all	1	0	TF	0.0		0	0	1	1	1	1	0			0			
4087	2824	3	0	4			0	4087_all,2113_all,4087_544..1401	2	0		1.0		0	0	2	3	3	0	0	MH2		0			
4087	728404	1	0	1			0	2113_all,4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	2823	2	0	4			0	7572_all,4087_all,2113_all	1	0		1.0		0	0	1	2	2	1	0			0			
4087	129303	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	3382	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	5411	2	0	2			0	4087_all	1	0		2.0		0	0	1	2	2	2	0			0			
4087	5412	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	5796	1	0	3			0	7572_all,4087_all,2113_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	79683	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	72018	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	83658	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	4216	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	79660	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	115209	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	1	0	MH2		0			
4087	23098	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	9846	2	0	1			0	4087_all,4087_544..1401	2	0		1.0		0	0	2	2	2	0	0	MH2		0			
4087	9844	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	23091	1	0	16			0	4087_all,6667_all,2113_all	1	0	TF	1.0		0	0	1	1	1	1	0			0			
4087	23542	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	9849	1	0	0			0	4087_544..1401	1	0	TF	1.0		0	0	1	1	1	1	0	MH2		0			
4087	23092	2	0	3			0	4087_all,7185_all	1	0		0.5		0	0	1	2	2	0	0			0			
4087	5775	2	0	0			0	4087_544..1401	1	0		0.5		0	0	1	2	2	0	0	MH2		0			
4087	23544	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	338099	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	26750	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	5579	3	0	5			0	7572_all,2113_all,4087_544..1401	1	0		1.3333333333333333		3	0	1	3	3	0	0	MH2		0			
4087	728531	1	0	3			0	7024_all,4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	7709	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	3092	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	3093	1	0	1			0	4087_all	1	0	TF	0.0		0	0	1	1	1	0	0			0			
4087	642	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	3096	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	1	0			0			
4087	1532	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	729912	2	0	4			0	7572_all,7024_all,4087_all,4087_544..1401	2	0		2.0		0	0	2	2	2	0	0	MH2		0			
4087	3265	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	23327	1	0	2			0	4087_all,7185_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	23324	1	0	2			0	4087_all,7185_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	23321	1	0	2			0	4087_all,7572_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	334	3	0	4			0	4087_all,2113_all,4087_544..1401	2	0		1.0		0	0	2	3	3	2	0			0			
4087	84898	1	0	2			0	4087_all,2113_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	11228	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	283050	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	692223	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	51434	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	51433	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	3899	1	0	0			0	4087_544..1401	1	0	TF	1.0		0	0	1	1	1	0	0	MH2		0			
4087	5122	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	642987	1	0	2			0	4087_all,7185_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	29970	3	0	3			0	4087_all	1	0	Ctm	0.33333333333333331		0	0	1	3	3	0	0			0			
4087	547	2	0	4			0	4087_all,6667_all	1	0		0.5		0	0	1	2	2	0	0			0			
4087	643665	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	23431	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	6616	3	0	10			0	4087_all,7185_all,2113_all	1	0		1.0		1	0	1	3	3	1	0			0			
4087	200844	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	10846	1	0	3			0	4087_all,6667_all,2113_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	5797	2	0	3			0	4087_all,7572_all	1	0		1.0		0	0	1	2	2	0	0			0			
4087	5901	1	0	1			0	2113_all,4087_544..1401	1	0		1.0	15761153	0	0	1	1	1	1	1	MH2	Ras	1			
4087	2892	2	0	0			0	4087_544..1401	1	0		1.0		0	0	1	2	2	0	0	MH2		0			
4087	5793	1	0	0			0	4087_544..1401	1	0		0.0		0	0	1	1	1	0	0	MH2		0			
4087	51720	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	51727	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	5799	2	0	1			0	2113_all,4087_544..1401	1	0		0.5		0	0	1	2	2	0	0	MH2		0			
4087	64645	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	55975	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	26000	1	0	2			0	4087_all,7185_all	1	0		0.0		0	0	1	1	1	1	0			0			
4087	27349	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	9790	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	1	0	MH2		0			
4087	140597	4	0	7			0	7024_all,4087_all,2113_all,4087_544..1401	2	0		1.0		2	0	2	4	4	2	0	MH2		0			
4087	1499	1	0	1	12000714		0	4087_all	1	0	TF	0.0		0	0	1	1	1	0	0			0			
4087	64398	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	56001	2	0	2			0	4087_all	1	0		0.5		0	0	1	2	2	0	0			0			
4087	9113	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	153561	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	64397	1	0	2			0	4087_all,7185_all	1	0	TF	1.0		0	0	1	1	1	1	1			0			
4087	57534	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	57537	2	0	5			0	7024_all,4087_all,7572_all	1	0		1.0		0	0	1	2	2	0	0			0			
4087	3709	1	0	3			0	7024_all,4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	3703	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	1	0			0			
4087	3707	3	0	2			0	4087_all,4087_544..1401	2	0		1.0		0	0	2	3	3	1	0	MH2		0			
4087	4668	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	4916	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	4915	2	0	2			0	2113_all,4087_544..1401	1	0		1.0		0	0	1	2	2	0	0	MH2		0			
4087	162282	1	0	4			0	7024_all,4087_all,7572_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	6038	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	57628	6	0	9			0	7572_all,4087_all,2113_all,4087_544..1401	2	0		0.33333333333333331		0	0	2	6	6	1	1			0			
4087	6031	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	57626	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	64083	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	9201	1	0	4			0	7572_all,4087_all,7185_all,2113_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	57449	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	64065	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	64067	4	0	2			0	4087_all,4087_544..1401	2	0	TF	1.0		0	0	2	4	4	0	0			0			
4087	6830	2	0	2			0	4087_all	1	0	TF	1.0		0	0	1	2	2	2	1			0			
4087	64061	12	0	13			0	4087_all,7185_all	1	0		8.25		11	0	1	12	12	11	1			0			
4087	221935	1	0	1			0	2113_all,4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	7381	2	0	6			0	7024_all,4087_all	1	0		1.0		2	0	1	2	2	2	0			0			
4087	121512	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	56957	1	0	1			0	4087_all	1	0	TF	0.0		0	0	1	1	1	0	0			0			
4087	319134	2	0	1			0	4087_all,4087_544..1401	2	0		1.0		0	0	2	2	2	0	0	MH2		0			
4087	6327	1	0	1			0	4087_all	1	0		1.0		0	0	1	1	1	0	0			0			
4087	6326	1	0	1			0	7185_all,4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	84159	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	4869	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	1	0			0			
4087	578323	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	2018	1	0	1			0	4087_all	1	0	TF	0.0		0	0	1	1	1	0	0			0			
4087	646993	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	1	0	MH2		0			
4087	51652	2	0	5			0	7024_all,4087_all,7185_all	1	0		2.0	16189514	0	0	1	2	2	2	0		SNF7	1			
4087	8537	2	0	1			0	4087_all,4087_544..1401	2	0		1.0		0	0	2	2	2	0	0	MH2		0			
4087	9687	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	2012	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	133396	1	0	1			0	4087_all	1	0	TF	0.0		0	0	1	1	1	0	0			0			
4087	10286	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	4506883	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	10447	1	0	0			0	4087_544..1401	1	0		1.0		1	0	1	1	1	1	0	MH2		0			
4087	9669	1	0	4			0	7024_all,4087_all,2113_all	1	0		0.0		0	0	1	1	1	1	1			0			
4087	10111	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	3563	5	0	5			0	4087_all	1	0		0.40000000000000002		0	0	1	5	5	0	0			0			
4087	4563310	1	0	1			0	4087_all	1	0		0.0		0	0	1	1	1	0	0			0			
4087	170960	1	0	1			0	4087_all	1	0	TF	1.0		0	0	1	1	1	0	0			0			
4087	10590	1	0	0			0	4087_544..1401	1	0		1.0		0	0	1	1	1	0	0	MH2		0			
4087	9031	1	0	0			0	4087_544..1401	1	0	TF	1.0		0	0	1	1	1	1	0	MH2		0			
