GO:0000139	46	Saccharomyces cerevisiae
GO:0000139	5	Plasmodium falciparum
GO:0000140	1	Saccharomyces cerevisiae
GO:0000142	13	Saccharomyces cerevisiae
GO:0000144	9	Saccharomyces cerevisiae
GO:0000145	12	Drosophila melanogaster
GO:0000145	14	Homo sapiens
GO:0000145	3	Caenorhabditis elegans
GO:0000145	8	Saccharomyces cerevisiae
GO:0000146	15	Homo sapiens
GO:0000146	3	Drosophila melanogaster
GO:0000146	4	Plasmodium falciparum
GO:0000146	6	Saccharomyces cerevisiae
GO:0000147	14	Saccharomyces cerevisiae
GO:0000148	3	Saccharomyces cerevisiae
GO:0000149	11	Homo sapiens
GO:0000149	2	Caenorhabditis elegans
GO:0000149	4	Saccharomyces cerevisiae
GO:0000149	6	Drosophila melanogaster
GO:0000150	1	Plasmodium falciparum
GO:0000150	2	Homo sapiens
GO:0000150	3	Saccharomyces cerevisiae
GO:0000150	4	Drosophila melanogaster
GO:0000151	126	Drosophila melanogaster
GO:0000151	12	Caenorhabditis elegans
GO:0000151	36	Saccharomyces cerevisiae
GO:0000151	43	Plasmodium falciparum
GO:0000151	69	Homo sapiens
GO:0000152	16	Drosophila melanogaster
GO:0000152	19	Homo sapiens
GO:0000152	23	Saccharomyces cerevisiae
GO:0000152	2	Plasmodium falciparum
GO:0000152	4	Caenorhabditis elegans
GO:0000153	1	Drosophila melanogaster
GO:0000153	2	Homo sapiens
GO:0000154	2	Caenorhabditis elegans
GO:0000154	4	Plasmodium falciparum
GO:0000154	5	Homo sapiens
GO:0000154	6	Drosophila melanogaster
GO:0000154	91	Saccharomyces cerevisiae
GO:0000155	1	Caenorhabditis elegans
GO:0000155	1	Saccharomyces cerevisiae
GO:0000155	22	Homo sapiens
GO:0000155	4	Drosophila melanogaster
GO:0000156	2	Saccharomyces cerevisiae
GO:0000156	3	Homo sapiens
GO:0000158	3	Drosophila melanogaster
GO:0000158	4	Homo sapiens
GO:0000158	8	Saccharomyces cerevisiae
GO:0000159	30	Homo sapiens
GO:0000159	4	Caenorhabditis elegans
GO:0000159	6	Saccharomyces cerevisiae
GO:0000159	8	Drosophila melanogaster
GO:0000160	12	Saccharomyces cerevisiae
GO:0000160	1	Caenorhabditis elegans
GO:0000160	20	Drosophila melanogaster
GO:0000160	20	Homo sapiens
GO:0000161	1	Homo sapiens
GO:0000161	9	Saccharomyces cerevisiae
GO:0000162	10	Saccharomyces cerevisiae
GO:0000162	1	Plasmodium falciparum
GO:0000163	1	Plasmodium falciparum
GO:0000163	1	Saccharomyces cerevisiae
GO:0000163	2	Homo sapiens
GO:0000163	9	Drosophila melanogaster
GO:0000164	1	Homo sapiens
GO:0000164	5	Drosophila melanogaster
GO:0000164	7	Saccharomyces cerevisiae
GO:0000165	109	Drosophila melanogaster
GO:0000165	11	Caenorhabditis elegans
GO:0000165	17	Saccharomyces cerevisiae
GO:0000165	2	Plasmodium falciparum
GO:0000165	97	Homo sapiens
GO:0000166	1705	Caenorhabditis elegans
GO:0000166	35	Saccharomyces cerevisiae
GO:0000166	3853	Homo sapiens
GO:0000166	447	Plasmodium falciparum
GO:0000166	891	Drosophila melanogaster
GO:0000168	2	Saccharomyces cerevisiae
GO:0000169	1	Saccharomyces cerevisiae
GO:0000170	2	Saccharomyces cerevisiae
GO:0000171	10	Saccharomyces cerevisiae
GO:0000171	1	Homo sapiens
GO:0000172	11	Saccharomyces cerevisiae
GO:0000172	2	Homo sapiens
GO:0000173	1	Homo sapiens
GO:0000173	5	Saccharomyces cerevisiae
GO:0000175	14	Drosophila melanogaster
GO:0000175	18	Saccharomyces cerevisiae
GO:0000175	22	Homo sapiens
GO:0000175	5	Plasmodium falciparum
GO:0000175	8	Caenorhabditis elegans
GO:0000176	12	Saccharomyces cerevisiae
GO:0000176	13	Drosophila melanogaster
GO:0000176	2	Homo sapiens
GO:0000177	10	Saccharomyces cerevisiae
GO:0000177	1	Homo sapiens
GO:0000177	8	Drosophila melanogaster
GO:0000178	13	Homo sapiens
GO:0000178	13	Saccharomyces cerevisiae
GO:0000178	14	Drosophila melanogaster
GO:0000178	5	Plasmodium falciparum
GO:0000178	9	Caenorhabditis elegans
GO:0000179	1	Saccharomyces cerevisiae
GO:0000179	2	Caenorhabditis elegans
GO:0000179	2	Plasmodium falciparum
GO:0000179	3	Drosophila melanogaster
GO:0000179	4	Homo sapiens
GO:0000182	1	Homo sapiens
GO:0000182	6	Saccharomyces cerevisiae
GO:0000183	14	Saccharomyces cerevisiae
GO:0000183	1	Homo sapiens
GO:0000184	18	Homo sapiens
GO:0000184	7	Caenorhabditis elegans
GO:0000184	8	Drosophila melanogaster
GO:0000184	9	Saccharomyces cerevisiae
GO:0000185	1	Drosophila melanogaster
GO:0000185	5	Homo sapiens
GO:0000186	2	Drosophila melanogaster
GO:0000186	2	Saccharomyces cerevisiae
GO:0000186	4	Homo sapiens
GO:0000187	1	Saccharomyces cerevisiae
GO:0000187	34	Homo sapiens
GO:0000187	4	Caenorhabditis elegans
GO:0000187	5	Drosophila melanogaster
GO:0000188	17	Homo sapiens
GO:0000188	1	Drosophila melanogaster
GO:0000188	4	Caenorhabditis elegans
GO:0000188	5	Saccharomyces cerevisiae
GO:0000196	4	Saccharomyces cerevisiae
GO:0000209	20	Saccharomyces cerevisiae
GO:0000209	7	Homo sapiens
GO:0000210	1	Homo sapiens
GO:0000210	1	Saccharomyces cerevisiae
GO:0000212	1	Homo sapiens
GO:0000212	26	Drosophila melanogaster
GO:0000212	4	Caenorhabditis elegans
GO:0000213	2	Drosophila melanogaster
GO:0000213	3	Caenorhabditis elegans
GO:0000213	3	Plasmodium falciparum
GO:0000213	4	Homo sapiens
GO:0000213	4	Saccharomyces cerevisiae
GO:0000214	2	Drosophila melanogaster
GO:0000214	3	Caenorhabditis elegans
GO:0000214	3	Plasmodium falciparum
GO:0000214	4	Homo sapiens
GO:0000214	4	Saccharomyces cerevisiae
GO:0000215	1	Saccharomyces cerevisiae
GO:0000217	1	Drosophila melanogaster
GO:0000217	7	Saccharomyces cerevisiae
GO:0000220	18	Drosophila melanogaster
GO:0000220	2	Caenorhabditis elegans
GO:0000220	2	Plasmodium falciparum
GO:0000220	7	Saccharomyces cerevisiae
GO:0000221	15	Drosophila melanogaster
GO:0000221	1	Homo sapiens
GO:0000221	2	Caenorhabditis elegans
GO:0000221	3	Plasmodium falciparum
GO:0000221	8	Saccharomyces cerevisiae
GO:0000224	1	Drosophila melanogaster
GO:0000224	1	Saccharomyces cerevisiae
GO:0000225	1	Homo sapiens
GO:0000225	1	Plasmodium falciparum
GO:0000225	1	Saccharomyces cerevisiae
GO:0000226	103	Homo sapiens
GO:0000226	105	Drosophila melanogaster
GO:0000226	80	Saccharomyces cerevisiae
GO:0000226	88	Caenorhabditis elegans
GO:0000226	8	Plasmodium falciparum
GO:0000227	1	Saccharomyces cerevisiae
GO:0000228	175	Saccharomyces cerevisiae
GO:0000228	20	Caenorhabditis elegans
GO:0000228	52	Drosophila melanogaster
GO:0000228	73	Homo sapiens
GO:0000228	8	Plasmodium falciparum
GO:0000229	1	Homo sapiens
GO:0000234	1	Plasmodium falciparum
GO:0000234	1	Saccharomyces cerevisiae
GO:0000235	1	Drosophila melanogaster
GO:0000235	1	Homo sapiens
GO:0000239	1	Caenorhabditis elegans
