Object Name in SGD	key	alias	Taxon ID
S000006272	HOS1	YPR068C	taxon:4932
S000006272	HOS1	YPR068C	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000003162	HOS2	YGL194C|RTL1	taxon:4932
S000006037	HOS3	YPL116W	taxon:4932
S000006037	HOS3	YPL116W	taxon:4932
S000006037	HOS3	YPL116W	taxon:4932
S000006037	HOS3	YPL116W	taxon:4932
S000006037	HOS3	YPL116W	taxon:4932
S000001374	HOS4	YIL112W	taxon:4932
S000001374	HOS4	YIL112W	taxon:4932
S000001374	HOS4	YIL112W	taxon:4932
S000001374	HOS4	YIL112W	taxon:4932
S000001374	HOS4	YIL112W	taxon:4932
S000001374	HOS4	YIL112W	taxon:4932
S000001374	HOS4	YIL112W	taxon:4932
S000001374	HOS4	YIL112W	taxon:4932
S000004783	HOT1	YMR172W	taxon:4932
S000004783	HOT1	YMR172W	taxon:4932
S000004783	HOT1	YMR172W	taxon:4932
S000004783	HOT1	YMR172W	taxon:4932
S000004783	HOT1	YMR172W	taxon:4932
S000001567	HOT13	YKL084W	taxon:4932
S000001567	HOT13	YKL084W	taxon:4932
S000001567	HOT13	YKL084W	taxon:4932
S000001567	HOT13	YKL084W	taxon:4932
S000006397	HPA2	YPR193C	taxon:4932
S000006397	HPA2	YPR193C	taxon:4932
S000006397	HPA2	YPR193C	taxon:4932
S000006397	HPA2	YPR193C	taxon:4932
S000006397	HPA2	YPR193C	taxon:4932
S000000792	HPA3	YEL066W	taxon:4932
S000000792	HPA3	YEL066W	taxon:4932
S000000792	HPA3	YEL066W	taxon:4932
S000000792	HPA3	YEL066W	taxon:4932
S000000792	HPA3	YEL066W	taxon:4932
S000000419	HPC2	YBR215W	taxon:4932
S000000419	HPC2	YBR215W	taxon:4932
S000000419	HPC2	YBR215W	taxon:4932
S000002545	HPR1	YDR138W|TRF1	taxon:4932
S000002545	HPR1	YDR138W|TRF1	taxon:4932
